"fact_review_id","bank_id","branch_id","location_id","sentiment_id","review_text","relative_topic","topic_meaning","rating","review_date","language","bank_name","branch_name","location","sentiment_label"
"1079","1","64","51","1","bonjour
nous sommes navrés que nous nayons pas pu répondre à vos attentes 
nous vous invitons à nous contacter sur le 4747 ou sur reclamationsclientscihbankma nous ferons le nécessaire pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Bab Agnaou Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000 ","Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000 ","Negative"
"1080","13","92","22","2","bonsoir nous sommes reconnaissants pour votre interaction positive et nous sommes heureux que notre équipe administrative ait répondu à vos attentes votre satisfaction reste notre priorité et nous sommes à votre service pour répondre à vos besoins avec mes sincères salutations",2,"Qualité du service et relation client",5,"2024-05-21 00:00:00","fr","Bank As-Safa","Bank Assafa Agadir - Rue de Marrakech Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Positive"
"1081","1","99","12","1","cest une agence ou le client peut passer toute la journee pour faire une simple operation ou bien ouvrir une compte bancaire concernant le personnel une seule reaponsable clientele et 2 autres pour les versements franchement nest pas convenable et professionnel pour une banque ancinenne je lai visite presque 3 mois pour faire un versement et jai attendais une 1 heure et demi  aussi ma cousine la meme chose que moi",1,"Autre sujet bancaire",2,"2020-05-27 00:00:00","fr","CIH Bank","CIH BANK Av. Mohamed V, Salé ","Av. Mohamed V, Salé ","Negative"
"1082","1","8","113","1","zéro ne passe pas
service nul",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank Avenue Al Maghrib Al Arabi، Rue Jazirat Al Arab, Rabat 10000 ","Avenue Al Maghrib Al Arabi، Rue Jazirat Al Arab, Rabat 10000 ","Negative"
"1083","1","57","62","2","très bon banque",0,"Qualité du service et relation client",5,"2018-05-27 00:00:00","fr","CIH Bank","CIH Bank Bd Mohammed V Avenue Hassan Ii, Béni Mellal 23020 ","Bd Mohammed V Avenue Hassan Ii, Béni Mellal 23020 ","Positive"
"1084","1","23","43","1","service catastrophique  une seule personne dans lagence pour gérer une dizaine de clients   aicune responsabilité  c vraiment honteux",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH BANK X7X3+FCF Place La Mosquee، C.commercial, Av. Moulay Said Alaoui, Sala Al Jadida 11102 ","X7X3+FCF Place La Mosquee، C.commercial, Av. Moulay Said Alaoui, Sala Al Jadida 11102 ","Negative"
"1085","1","70","16","2","très bons très beaux poggers",0,"Qualité du service et relation client",5,"2022-05-27 00:00:00","fr","CIH Bank","CIH Rue Oued Laou, Ibn Sina, Casablanca 20000 ","Rue Oued Laou, Ibn Sina, Casablanca 20000 ","Positive"
"1086","1","3","79","1","lun des services les pires et les plus lents que jai jamais vu de ma vie",1,"Autre sujet bancaire",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank 21، 10000 Av. Tadla, Rabat 10000 ","21، 10000 Av. Tadla, Rabat 10000 ","Negative"
"1087","1","88","103","1","j arrive  a  16h12 min on ne me laisse pas entrer sachant que   la   fermeture est
a 16h30  tres deçus",1,"Autre sujet bancaire",1,"2019-05-27 00:00:00","fr","CIH Bank","CIH Bank Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000 ","Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000 ","Negative"
"1088","1","38","124","1","franchement vous ne méritez pas une seule étoile ni même un quart toutes les banques vous traitent bien sauf vous",0,"Qualité du service et relation client",1,"2022-05-21 00:00:00","fr","CIH Bank","CIH Bank 796H+4X4, Kenitra ","796H+4X4, Kenitra ","Negative"
"1089","1","50","30","2","bonjour
cih bank vous remercie davoir partagé votre avis
au plaisir de vous accueillir une nouvelle fois en agence",0,"Qualité du service et relation client",5,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bd Oued Edaoura Angle Bd Haj Fateh Et Rue3,oulfa Extention, Casablanca 20000 ","Bd Oued Edaoura Angle Bd Haj Fateh Et Rue3,oulfa Extention, Casablanca 20000 ","Positive"
"1090","1","102","57","1","très mauvais service  ils ne veulent pas travailler ils rient juste les uns avec les autres",0,"Qualité du service et relation client",1,"2020-05-27 00:00:00","fr","CIH Bank","CIH BANK Ang, Bd Oqba Bnou Nafii Bd Ibn Tachfine, rue 16, Casablanca 20000 ","Ang, Bd Oqba Bnou Nafii Bd Ibn Tachfine, rue 16, Casablanca 20000 ","Negative"
"1091","1","54","104","1","votre service est très mauvais",0,"Qualité du service et relation client",1,"2025-02-27 00:00:00","fr","CIH Bank","CIH MARRAKECH HXP4+Q56, Av. Imam Mouslim, Marrakech 40160 ","HXP4+Q56, Av. Imam Mouslim, Marrakech 40160 ","Negative"
"1092","1","111","58","1","debut de semaine et on se retrouve avec un guichet vide",0,"Qualité du service et relation client",1,"2024-10-27 00:00:00","fr","CIH Bank","CIH BANK 152 Bd Zubayr Ibn Al Awam, Casablanca 20000 ","152 Bd Zubayr Ibn Al Awam, Casablanca 20000 ","Negative"
"1093","1","127","63","1","la pire agence de tous les temps je nai jamais rien vu de semblable motif tous les jours sous une forme ou une autre le dernier motif de la journée est un imprimeur perdant nous les félicitons pour leur créativité dans la recherche dexcuses
quant à lattente voir la photo",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Negative"
"1094","1","14","56","1","traitement de mauvaise qualité personnel en dessous de zéro manque de respect envers les clients la vitre automatique est toujours cassée",3,"Frais bancaires et gestion des comptes",1,"2020-05-27 00:00:00","fr","CIH Bank","CIH Bank Lot 39 Av. Moulay Abdellah, Sala Al Jadida 11102 ","Lot 39 Av. Moulay Abdellah, Sala Al Jadida 11102 ","Negative"
"1095","7","78","121","1","ça fait 3 fois que je tente de joindre la banque assurance de la bcp  mais personne ne  répond  degré 0 de la communication avec les clients",1,"Autre sujet bancaire",1,"2021-05-21 00:00:00","fr","Banque Centrale Populaire (BCP)","Banque Centrale Populaire 101 Bd Mohammed Zerktouni, Casablanca 20250 ","101 Bd Mohammed Zerktouni, Casablanca 20250 ","Negative"
"1096","1","14","56","1","très mauvais service et application",0,"Qualité du service et relation client",1,"2024-08-27 00:00:00","fr","CIH Bank","CIH Bank Lot 39 Av. Moulay Abdellah, Sala Al Jadida 11102 ","Lot 39 Av. Moulay Abdellah, Sala Al Jadida 11102 ","Negative"
"1097","1","99","12","2","agence très grande avec 3 chaises pour sassoir sachant que ça prend énormément de temps pour passer tellement ya du monde que tu peux rester plus quune heure facile
au moins prévoyez des chaises pour le comfort des gens",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH BANK Av. Mohamed V, Salé ","Av. Mohamed V, Salé ","Positive"
"1098","1","60","86","1","en 2021 on attend 2heures pour réccuperer une nouvelle carte  aprés lexpiration de lancienne  30min pour créer un nouveau compte  avant cétait combien dans les année 19xx 15j 
faut vraiment faire qlq chose pour cette agence  et pour les gens qui travaille dedans  je parle pas de lagent de sécurité  mais des jeunes filles qui perdent du temps en se promenant aller retour dans lagence comme quoi ils travaillent",1,"Autre sujet bancaire",1,"2022-05-27 00:00:00","fr","CIH Bank","Banque CIH N، National Rte 1 Res. Dyar 3 Imm. 11، 18 Av Mohamed VI, Salé 11000 ","N، National Rte 1 Res. Dyar 3 Imm. 11، 18 Av Mohamed VI, Salé 11000 ","Negative"
"1099","1","38","124","1","une très mauvaise succursale maltraitance et manque de respect envers les clients notamment de la part du personnel daccueil et de consultation et du gérant ainsi que des abus dautorité et des insultes envers les clients",0,"Qualité du service et relation client",1,"2022-05-21 00:00:00","fr","CIH Bank","CIH Bank 796H+4X4, Kenitra ","796H+4X4, Kenitra ","Negative"
"1100","1","6","52","2","mon expérience a été formidable
la fille au premier bureau était tellement géniale
elle a fait un travail excellent et rapide
je ne me souviens plus de son nom mais elle est géniale
jai bien demandé mon rib elle na pas hésité à maider
merci",1,"Autre sujet bancaire",5,"2024-10-27 00:00:00","fr","CIH Bank","CIH Bank Yaacoub Al Mansour H8CX+284, Casablanca 20250 ","H8CX+284, Casablanca 20250 ","Positive"
"1101","7","78","121","2","une grande banque au service du développement économique du pays",4,"Qualité du service et relation client",5,"2016-05-21 00:00:00","fr","Banque Centrale Populaire (BCP)","Banque Centrale Populaire 101 Bd Mohammed Zerktouni, Casablanca 20250 ","101 Bd Mohammed Zerktouni, Casablanca 20250 ","Positive"
"1102","1","46","20","1","bonjour
nous nous excusons de ne pas avoir pu répondre à vos attentes veuillez nous contacter au 4747 ou à ladresse reclamationsclientscihbankma nous ferons de notre mieux pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank Projet Al Kora, Avenue Moustapha Assayeh, P1, Rabat 10000 ","Projet Al Kora, Avenue Moustapha Assayeh, P1, Rabat 10000 ","Negative"
"1103","1","64","51","1","bonjour
nous sommes navrés que nous nayons pas pu répondre à vos attentes 
nous vous invitons à nous contacter sur le 4747 ou sur reclamationsclientscihbankma nous ferons le nécessaire pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-09-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Bab Agnaou Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000 ","Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000 ","Negative"
"1104","1","126","11","1","le vol légal au maroc est la plus grande arnaque dans les banques marocaines",3,"Frais bancaires et gestion des comptes",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH BANK Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Negative"
"1105","1","91","65","1","service nul et lent en plus la caissière a laissé toute la file des clients en attente et sortie ss demander ni excuse elle na calculé personne on est restés comme des bêtes",4,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank Rue de Goulmima Amperes, S.belyout, Casablanca 20000 ","Rue de Goulmima Amperes, S.belyout, Casablanca 20000 ","Negative"
"1106","1","103","17","1","dans la plupart des agences bancaires les services sont médiocres mauvaise nul",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Gueliz Centrale 187 Av. Mohammed V, Marrakech 40000 ","187 Av. Mohammed V, Marrakech 40000 ","Negative"
"1107","1","12","66","2","accueillir
merci davoir partagé votre avis
nous serons heureux de vous accueillir dans nos agences",0,"Qualité du service et relation client",5,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank Route Agadir Essaouira Oper.bab Marrakeche Magasin 27, Marrakech 40000 ","Route Agadir Essaouira Oper.bab Marrakeche Magasin 27, Marrakech 40000 ","Positive"
"1108","1","30","50","2","bonjour
cih bank vous remercie davoir partagé votre avis
au plaisir de vous accueillir une nouvelle fois en agence",0,"Qualité du service et relation client",4,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank 89 Boulevard de la Résistance Lotiss, Mohammedia 28800 ","89 Boulevard de la Résistance Lotiss, Mohammedia 28800 ","Positive"
"1109","9","73","81","1","bank assafa de marrakech ne sont pas professionnels",0,"Qualité du service et relation client",1,"2020-05-11 00:00:00","fr","Bank Assafa","Bank Assafa J2F5+PXG, Marrakesh 40000 ","J2F5+PXG, Marrakesh 40000 ","Negative"
"1110","10","76","97","2","sonny li",0,"Qualité du service et relation client",5,"2025-03-11 00:00:00","fr","Al Barid Bank","Al Barid Bank 798M+FG5, Kénitra ","798M+FG5, Kénitra ","Positive"
"1111","1","108","19","2","service bancaire",0,"Qualité du service et relation client",5,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank 18 Bd du Fouarat, Casablanca 20000 ","18 Bd du Fouarat, Casablanca 20000 ","Positive"
"1112","1","70","16","2","vous entendez toujours et pour toujours ce mot système avec une formation dessus",3,"Frais bancaires et gestion des comptes",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Rue Oued Laou, Ibn Sina, Casablanca 20000 ","Rue Oued Laou, Ibn Sina, Casablanca 20000 ","Positive"
"1113","1","30","50","1","agence 0 catastrophique
service 0 walouu service client 0",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank 89 Boulevard de la Résistance Lotiss, Mohammedia 28800 ","89 Boulevard de la Résistance Lotiss, Mohammedia 28800 ","Negative"
"1114","1","16","89","1","catastrophique",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH BANK Al Bousstan II, Casablanca 20250 ","Al Bousstan II, Casablanca 20250 ","Negative"
"1115","1","43","125","1","ils ne répondent pas aux appels téléphoniques",0,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad ","av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad ","Negative"
"1116","1","39","31","3","aux fins qui vous conviennent les mêmes informations de qualité saine les avis personnels du ministère de la justice des étatsunis les normes gouvernementales américaines proposées en matière de confidentialité moins les lois et politiques discrètes sur la confidentialité sont autorisées

_merci aux utilisateurs professionnels des domaines et systèmes touristiques jusquà lhôtel marrakech city maroc",0,"Qualité du service et relation client",5,"2024-11-27 00:00:00","fr","CIH Bank","CIH Bank, Agence Marrakech, Hassan II. 8 Av. Hassan II, Marrakech 40000 ","8 Av. Hassan II, Marrakech 40000 ","Neutral"
"1117","1","94","26","1","elle nest pad encore ouverte",0,"Qualité du service et relation client",2,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank GCJ7+G8P, Bd Tah, Casablanca ","GCJ7+G8P, Bd Tah, Casablanca ","Negative"
"1118","1","19","21","1","mauvais service  continuez à attendre pendant que vous discutez entre vous",0,"Qualité du service et relation client",1,"2024-12-27 00:00:00","fr","CIH Bank","CIH Bank Lot 19 Et 22، Bloc 8 Av. du 10 Mars 1982, Casablanca 20000 ","Lot 19 Et 22، Bloc 8 Av. du 10 Mars 1982, Casablanca 20000 ","Negative"
"1119","2","118","41","1","vraiment trop long  ils font rentrer les gens par connaissance les premiers et les femmes âgées  sont dans la fille d attente c est honteux",0,"Qualité du service et relation client",1,"2021-05-21 00:00:00","fr","Crédit du Maroc","Crédit du Maroc مصرف المغرب 5, Lotissement Al Wahda, Bir Errami, Av. Mohamed V, Kénitra 14000 ","5, Lotissement Al Wahda, Bir Errami, Av. Mohamed V, Kénitra 14000 ","Negative"
"1120","1","45","15","3","manque de professionnalisme",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","Neutral"
"1121","1","20","40","1","très mauvais service quand jai ouvert un compte dans cette agence surtout une ouvrière qui sappelait samia à cause delle je détestais cih parce quelle me méprisait cétait en 2015",0,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank Bd Mohamed VI، Rue Florac, Casablanca 20000 ","Bd Mohamed VI، Rue Florac, Casablanca 20000 ","Negative"
"1122","13","92","22","2","très bon accueil
un grand merci à tout l équipe surtout soufiane",0,"Qualité du service et relation client",5,"2025-05-07 00:00:00","fr","Bank As-Safa","Bank Assafa Agadir - Rue de Marrakech Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Positive"
"1123","1","110","64","1","bonjour
nous sommes navrés que nous nayons pas pu répondre à vos attentes 
nous vous invitons à nous contacter sur le 4747 ou sur reclamationsclientscihbankma nous ferons le nécessaire pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-07-27 00:00:00","fr","CIH Bank","CIH Rue Ourika Hay Nahda Lot N°469, Rabat 10000 ","Rue Ourika Hay Nahda Lot N°469, Rabat 10000 ","Negative"
